call_id,start_sec,system_text,human_text,text_similarity,combined_score,system_role,human_role,label_correct,matched,text_override,override_phrase,status
my_rude_03,0.54,Selamat petang. Terima kasih kerana menghubungi khidmat pelanggan Skylink Expres,Selamat petang. Terima kasih kerana menghubungi khidmat pelanggan Skylink Expres,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
my_rude_03,5.16,Nama saya Fidaus. Boleh saya bantu Encik hari ini?,Nama saya Fidaus. Boleh saya bantu Encik hari ini?,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
my_rude_03,8.18,"Selamat petang, Fidaus.","Selamat petang, Fidaus.",1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
my_rude_03,9.92,Saya nak tanya pasal barang saya.,Saya nak tanya pasal barang saya.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
my_rude_03,12.42,Nombor tracking MY9920X.,Nombor tracking MY9920X.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
my_rude_03,16.64,"Dah tiga hari status dia out for delivery, tapi saya masih tak terima apa-apa.","Dah tiga hari status dia out for delivery, tapi saya masih tak terima apa-apa.",1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
my_rude_03,21.52,"Minta maaf atas kesulitan tersebut, Encik.","Minta maaf atas kesulitan tersebut, Encik.",1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
my_rude_03,24.44,Saya faham perasaan Encik.,Saya faham perasaan Encik.,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
my_rude_03,26.54,"Sebentar ya, biar saya semak dalam sistem kami.","Sebentar ya, biar saya semak dalam sistem kami.",1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
my_rude_03,30.28,"Oh,","Oh,",1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
my_rude_03,31.44,saya dah nampak.,saya dah nampak.,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
my_rude_03,33.16,"Mengikut rekod,","Mengikut rekod,",1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
my_rude_03,34.68,rider kami dah hantar barang ni semalam pada pukul 2 petang.,rider kami dah hantar barang ni semalam pada pukul 2 petang.,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
my_rude_03,38.4,Encik ada semak dengan jiran atau letak kat dalam peti suat?,Encik ada semak dengan jiran atau letak kat dalam peti suat?,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
my_rude_03,41.96,Dah semak? Memang tak ada.,Dah semak? Memang tak ada.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
my_rude_03,44.36,CCTV rumah saya pun tak nampak ada motor lalu semalam.,CCTV rumah saya pun tak nampak ada motor lalu semalam.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
