call_id,start_sec,system_text,human_text,text_similarity,combined_score,system_role,human_role,label_correct,matched,text_override,override_phrase,status
my_rude_02,0.0,Selamat petang. Terima kasih kerana menghubungi Telco Line Care.,Selamat petang. Terima kasih kerana menghubungi Telco Line Care.,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
my_rude_02,3.92,Nama saya Imran. Ada apa-apa yang boleh saya bantu uruskan hari ini?,Nama saya Imran. Ada apa-apa yang boleh saya bantu uruskan hari ini?,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
my_rude_02,8.1,"Selamat petang, Encik Imran. Saya harap Encik sihat.","Selamat petang, Encik Imran. Saya harap Encik sihat.",1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
my_rude_02,11.5,Saya nak tanya sedikit fasil akaun saya bulan ini.,Saya nak tanya sedikit fasil akaun saya bulan ini.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
my_rude_02,14.5,Biasanya bil saya cuma RM60 sahaja setiap bulan.,Biasanya bil saya cuma RM60 sahaja setiap bulan.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
my_rude_02,17.68,Tapi kali ini saya tengok dalam aplikasi naik sampai RM140.,Tapi kali ini saya tengok dalam aplikasi naik sampai RM140.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
my_rude_02,22.16,Boleh tolong semakkan kalau ada kesilapan sistem.,Boleh tolong semakkan kalau ada kesilapan sistem.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
my_rude_02,26.32,"Tak ada silapnya tu, Encik.","Tak ada silapnya tu, Encik.",1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
my_rude_02,28.12,Sistem kami dilaraskan secara otomatik.,Sistem kami dilaraskan secara otomatik.,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
my_rude_02,31.06,Jadi memang mustahil untuk salah kira.,Jadi memang mustahil untuk salah kira.,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
my_rude_02,34.2,RM140 tu maksudnya Encik ada guna data roaming,RM140 tu maksudnya Encik ada guna data roaming,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
my_rude_02,37.3,atau langganan pihak ketiga lah tu masa pergi bercuti hari tu.,atau langganan pihak ketiga lah tu masa pergi bercuti hari tu.,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
my_rude_02,41.3,Pihak kami cuma cas apa yang telefon Encik guna sahaja.,Pihak kami cuma cas apa yang telefon Encik guna sahaja.,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
my_rude_02,45.26,"Oh, bercuti keluar negara.","Oh, bercuti keluar negara.",1.0,1.0,Agent,Customer,False,True,False,,❌ WRONG
my_rude_02,47.18,"Tapi Encik, sepanjang dua bulan lepas,","Tapi Encik, sepanjang dua bulan lepas,",1.0,1.0,Agent,Customer,False,True,False,,❌ WRONG
my_rude_02,49.58,saya memang tak ada keluar dari kawasan Kuala Rumpur pun.,saya memang tak ada keluar dari kawasan Kuala Rumpur pun.,1.0,1.0,Agent,Customer,False,True,False,,❌ WRONG
my_rude_02,52.58,Apatah lagi luar negara.,Apatah lagi luar negara.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
my_rude_02,54.04,Boleh saya tahu tarikh atau butiran terperinci data roaming tu digunakan?,Boleh saya tahu tarikh atau butiran terperinci data roaming tu digunakan?,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
my_rude_02,58.12,Manalah tahu sistem tersalah letak cas bawah nombor akaun saya.,Manalah tahu sistem tersalah letak cas bawah nombor akaun saya.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
my_rude_02,62.0,"Eh, mana boleh salah?","Eh, mana boleh salah?",1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
