segment_id,role,text,start,end
1,Agent,Good afternoon.,0.0,0.74
2,Agent,Welcome to Horizon Airways Customer Care. My name is Elena. How may I assist you today?,1.14,6.42
3,Customer,You can assist me by firing whoever's running your joke of an airline.,7.04,10.96
4,Customer,My flight to London was just cancelled and some useless automated text told me I have to wait,11.22,17.16
5,Customer,until tomorrow.,17.16,18.02
6,Customer,Do you have any idea who I am or how much money I lose because of your incompetence?,18.38,23.68
7,Agent,"I completely understand your frustrations, sir. And I am incredibly sorry for the massive",23.68,29.56
8,Agent,"disruption to your travel plans. The cancellation was due to a severe thunderstorm over the Atlantic,",29.56,35.24
9,Agent,which triggered a safety grounding.,35.24,37.2
10,Agent,Let me look at your booking right away to see how we can get,37.56,40.56
11,Agent,you to London safely.,40.56,41.68
12,Agent,May I have your ticket or a last name? I don't care about a little rain.,42.1,46.24
13,Customer,"Other airlines are taking off, so your pilots are clearly just lazy. My name is Arthur Vance.",46.7,51.94
14,Customer,"Look it up. I am a Platinum Elite Flyer, and I demand you put me on a private charter",51.94,57.32
15,Customer,or buy me a first-class seat on a British Airways flight right now.,57.32,61.58
16,Agent,"I thank you, Mr. Vance. I have pulled up your Platinum profile. I see the urgency,",61.8,66.98
17,Agent,especially with your elite status.,67.2,68.98
18,Agent,"Regarding other airlines, all transatlantic routes are currently",69.44,73.1
19,Agent,"blocked by air traffic control for safety, so British Airways is grounded as well. However,",73.1,78.62
20,Agent,"because you are a priority member, I am looking at alternative routing options through our European",78.62,84.36
21,Customer,"hubs. Oh, so now you want me to do a layover?",84.36,87.7
22,Customer,Brilliant! Truly spectacular service. I pay thousands,88.06,92.02
23,Customer,"of dollars a year to fly direct,",92.02,93.88
24,Customer,not to sit in some secondary airport eating stale sandwiches because,94.28,97.98
25,Customer,your company can't handle a thunderstorm.,97.98,99.84
26,Customer,You are completely useless.,100.22,102.16
27,Agent,"I know. A connection is far from ideal when you paid for a direct flight, Mr. Vance,",102.16,107.34
28,Agent,"and I apologize for that. However, I have found a rerouting option through Paris that departs in",107.46,113.94
29,Agent,"exactly two hours. It will get you to London tonight, just four hours later than your original arrival",113.94,119.62
30,Agent,time. I can upgrade your seat to first class for that entire journey at no extra charge.,119.62,125.0
31,Customer,Two hours? So I have to sit in this crowded terminal for another two hours because of you?,125.0,130.58
32,Customer,"Fine. Whatever. Just book it. But you better ensure my luggage actually makes it onto that plane,",130.88,136.56
33,Agent,"or I will sue this entire airline. I am processing the first class ticket through Paris right now,",136.56,142.46
34,Agent,Mr. Vance. I am also manually tagging your baggage in the system to ensure it is personally transferred,142.58,148.4
35,Agent,by our priority ground crew during your connection. You won't have to recheck it yourself.,148.4,153.02
36,Customer,Hmm.,153.02,153.86
37,Customer,Wow. That's the bare minimum you should be doing anyway. Give me my new boarding passes. I,154.22,158.52
38,Customer,don't have all day to stand here watching you click buttons.,158.52,161.0
39,Agent,"Here are your updated boarding passes for both flights, Mr. Vance. Your gate is B-12,",161.46,166.6
40,Agent,and priority boarding will begin in 45 minutes. I have also issued a complimentary $50 airport,166.6,172.72
41,Agent,lounge voucher to your email so you can wait comfortably.,172.72,175.68
42,Customer,Grab the papers. I'm going to the lounge. Just make sure the plane actually flies this time.,176.04,180.78
43,Agent,"We will do everything we can, sir.",180.78,182.94
44,Agent,Thank you for your patience.,183.32,184.28
45,Agent,"Safe travels to London, and have a good afternoon.",184.6,186.92
