call_id,start_sec,system_text,human_text,text_similarity,combined_score,system_role,human_role,label_correct,matched,text_override,override_phrase,status
manglish_01,0.0,Thank you for calling Tech Gadget Malaysia Support.,Thank you for calling Tech Gadget Malaysia Support.,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
manglish_01,2.62,My name is Sharif.,My name is Sharif.,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
manglish_01,4.06,How can I help you today?,How can I help you today?,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
manglish_01,5.58,Hello.,Hello.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
manglish_01,6.18,I want to make a big complaint.,I want to make a big complaint.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
manglish_01,8.5,Yesterday only I bought the new phone from your Mid-Valley outlet.,Yesterday only I bought the new phone from your Mid-Valley outlet.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
manglish_01,11.76,Then this morning the screen totally blank already.,Then this morning the screen totally blank already.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
manglish_01,14.82,Cannot turn on way.,Cannot turn on way.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
manglish_01,16.28,"Gila, baru buy one day only.","Gila, baru buy one day only.",1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
manglish_01,18.3,Costly phones or more.,Costly phones or more.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
manglish_01,19.36,How can like this?,How can like this?,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
manglish_01,20.62,"I'm so sorry to hear that, miss.","I'm so sorry to hear that, miss.",1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
manglish_01,22.96,I completely understand your frustration.,I completely understand your frustration.,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
manglish_01,25.58,Buy a new phone?,Buy a new phone?,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
manglish_01,26.7,"Definitely expect it to work perfectly, one.","Definitely expect it to work perfectly, one.",1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
manglish_01,29.42,"Don't worry, we will help you check.","Don't worry, we will help you check.",1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
manglish_01,31.36,May I know your name and the phone model?,May I know your name and the phone model?,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
manglish_01,33.72,My name is Daphne.,My name is Daphne.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
manglish_01,35.62,The model is the Pro Max Edition one.,The model is the Pro Max Edition one.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
manglish_01,38.16,"I already buy a full cache yesterday, you know.","I already buy a full cache yesterday, you know.",1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
manglish_01,40.64,"I need to use the phone for my work now, but it's totally dead.","I need to use the phone for my work now, but it's totally dead.",1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
manglish_01,44.56,You better give me a one-to-one replacement now.,You better give me a one-to-one replacement now.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
manglish_01,47.52,Don't ask me to wait for repair.,Don't ask me to wait for repair.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
manglish_01,48.84,I don't want.,I don't want.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
manglish_01,50.14,"I understand, Daphne.","I understand, Daphne.",1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
manglish_01,51.8,"Since you just bought it yesterday,","Since you just bought it yesterday,",1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
manglish_01,53.78,it is definitely covered under our 7-day one-to-one instant replacement warranty,it is definitely covered under our 7-day one-to-one instant replacement warranty,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
manglish_01,58.84,Let me pull out your receipt data first.,Let me pull out your receipt data first.,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
manglish_01,61.2,Can you pass me your phone number or the serial number on the box?,Can you pass me your phone number or the serial number on the box?,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
manglish_01,65.18,My phone number is 012-345-6789.,My phone number is 012-345-6789.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
manglish_01,69.98,Check fast-fast lah.,Check fast-fast lah.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
manglish_01,71.26,I got meeting soon.,I got meeting soon.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
manglish_01,72.42,"If you guys tell me need to send to HQ for two weeks,","If you guys tell me need to send to HQ for two weeks,",1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
manglish_01,75.48,I strictly cannot accept ya.,I strictly cannot accept ya.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
manglish_01,77.32,Brand new phone already hardware failure.,Brand new phone already hardware failure.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
manglish_01,79.48,Very kantoi lah like this.,Very kantoi lah like this.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
manglish_01,81.44,"Okay, Daphne.","Okay, Daphne.",1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
manglish_01,82.5,I already found your receipt in our system.,I already found your receipt in our system.,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
manglish_01,84.9,"Bought yesterday at 4pm, correct?","Bought yesterday at 4pm, correct?",1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
manglish_01,87.5,Don't worry.,Don't worry.,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
manglish_01,88.36,You don't need to send to HQ and wait for two weeks.,You don't need to send to HQ and wait for two weeks.,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
manglish_01,91.24,I can issue an instant replacement voucher to your email right now.,I can issue an instant replacement voucher to your email right now.,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
