call_id,start_sec,system_text,human_text,text_similarity,combined_score,system_role,human_role,label_correct,matched,text_override,override_phrase,status
eng_prof_02,0.0,Good afternoon.,Good afternoon.,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
eng_prof_02,1.16,Thank you for calling Grand Horizon Resort's Guest Relations.,Thank you for calling Grand Horizon Resort's Guest Relations.,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
eng_prof_02,4.5,My name is Julian.,My name is Julian.,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
eng_prof_02,5.68,How may I assist you with your travel plans today?,How may I assist you with your travel plans today?,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
eng_prof_02,7.84,"Good afternoon, Julian.","Good afternoon, Julian.",1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
eng_prof_02,9.68,This is Dr. Rachel speaking.,This is Dr. Rachel speaking.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
eng_prof_02,11.62,"I have a reservation at your Kuala Lumpur property starting tonight,","I have a reservation at your Kuala Lumpur property starting tonight,",1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
eng_prof_02,15.64,but my international flight has just been delayed by 12 hours.,but my international flight has just been delayed by 12 hours.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
eng_prof_02,19.8,"I am going to miss my first night, and I wanted to know if it's possible to adju","I am going to miss my first night, and I wanted to know if it's possible to adju",1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
eng_prof_02,25.68,"Oh, I am so sorry to hear about your flight delay, Dr. Rachel.","Oh, I am so sorry to hear about your flight delay, Dr. Rachel.",1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
eng_prof_02,30.0,Travel disruptions can be incredibly exhausting.,Travel disruptions can be incredibly exhausting.,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
eng_prof_02,32.84,Please rest assured that I am more than happy to help you adjust your reservatio,Please rest assured that I am more than happy to help you adjust your reservatio,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
eng_prof_02,38.4,May I please have your reservation confirmation number?,May I please have your reservation confirmation number?,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
eng_prof_02,41.64,"Thank you so much, Julian. I appreciate your kindness.","Thank you so much, Julian. I appreciate your kindness.",1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
eng_prof_02,45.26,"Yes, my confirmation number is GHR44921.","Yes, my confirmation number is GHR44921.",1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
eng_prof_02,52.64,Thank you very much. Please hold for just a brief moment while I access our rese,Thank you very much. Please hold for just a brief moment while I access our rese,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
eng_prof_02,57.86,I am pulling up your details right now.,I am pulling up your details right now.,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
eng_prof_02,60.5,"Take your time, Julian. Thank you.","Take your time, Julian. Thank you.",1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
eng_prof_02,62.66,"Thank you for waiting, Dr. Rachel.","Thank you for waiting, Dr. Rachel.",1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
eng_prof_02,64.5,I see you're booking for a deluxe King Suite for four nights.,I see you're booking for a deluxe King Suite for four nights.,1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
eng_prof_02,68.66,"Because this was a promotional, non-refundable rate, the system usually locks th","Because this was a promotional, non-refundable rate, the system usually locks th",1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
eng_prof_02,74.4,"However,","However,",1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
eng_prof_02,75.24,"given your flight situation, I am going to manually override the penalty and shi","given your flight situation, I am going to manually override the penalty and shi",1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
eng_prof_02,80.94,"Oh, that is absolutely wonderful news.","Oh, that is absolutely wonderful news.",1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
eng_prof_02,84.0,I was quite worried I would be charged for a room I couldn't use.,I was quite worried I would be charged for a room I couldn't use.,1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
eng_prof_02,87.78,"Will I still be able to keep the full four nights, or will the stay be shortened","Will I still be able to keep the full four nights, or will the stay be shortened",1.0,1.0,Customer,Customer,True,True,False,,✅ CORRECT
eng_prof_02,92.44,"I have checked our availability, and luckily, the suite is free for an extra nig","I have checked our availability, and luckily, the suite is free for an extra nig",1.0,1.0,Agent,Agent,True,True,False,,✅ CORRECT
