call_id,start_sec,system_text,human_text,text_similarity,combined_score,system_role,human_role,label_correct,text_override,override_phrase,status
bank_malay,0.0,"Terselamat pagi. Bank harapan dengan saya Amirul. Boleh saya bantu, encik?",Selamat pagi Bank Harapan dengan saya Amirul boleh saya bantu encik,0.95,0.97,Agent,Agent,True,False,,✅ CORRECT
bank_malay,4.94,Aku nak tahu kenapa ada tolak duit dari air kawan aku seratus sikit.,Aku nak tahu kenapa ada tolak duit dari akaun aku seratus ringgit korang ni pand,0.678,0.8,Customer,Customer,True,False,,✅ CORRECT
bank_malay,11.6,"Harap bersabar, encik. Saya minta maaf atas kesultan ini.",Harap bersabar encik saya minta maaf atas kesulitan ini boleh saya dapatkan nomb,0.643,0.687,Agent,Agent,True,False,,✅ CORRECT
bank_malay,18.64,"Nak nomor kat pengenalan buat apa? Cek jelah nama apa, Johan.",Nak nombor kad pengenalan buat apa check je la nama aku Johan aku dah call banya,0.651,0.6,Customer,Customer,True,False,,✅ CORRECT
bank_malay,24.28,"Maaf, Encik Johan. Prosedur keselamatan Bank memerlukan nomor kat pengenalan",Maaf encik Johan prosedur keselamatan bank memerlukan nombor kad pengenalan untu,0.811,0.544,Agent,Agent,True,False,,✅ CORRECT
bank_malay,36.8,Cepat sikit.,Menyusahkan betul lapan sembilan kosong dua satu empat kosong satu lima lima tig,0.2,0.52,Agent,Customer,False,False,,❌ WRONG
bank_malay,39.4,"Sementara saya simak transaksi terakhir, Encik.",Terima kasih encik Johan sebentar ya saya semak transaksi terakhir encik,0.723,0.434,Customer,Agent,False,False,,❌ WRONG
bank_malay,48.3,Saya nampak ada penulakan 100 rigit,Jangan suruh aku tunggu lama lama aku ada banyak kerja lain nak buat bukan nak l,0.351,0.576,Customer,Customer,True,False,,✅ CORRECT
bank_malay,56.32,Tak pernah ada charge tahunan.,Baik encik saya nampak ada penolakan seratus ringgit untuk caj tahunan kad kredi,0.291,0.574,Agent,Agent,True,False,,✅ CORRECT
bank_malay,60.74,pengetualian charge tahunan hanya untuk tiga tahun pertama.,Caj tahunan apa benda pula aku dah guna kad ni lima tahun tak pernah ada caj tah,0.383,0.463,Customer,Customer,True,False,,✅ CORRECT
bank_malay,69.6,"Masa aku reply dulu, agent korang cakap free semua hidup.",Otak kau siapa yang cakap macam tu masa aku apply dulu ejen korang cakap free se,0.667,0.4,Customer,Customer,True,False,,✅ CORRECT
bank_malay,72.54,"Saya faham ke keciwaan, Encik.",Untuk makluman encik pengecualian caj tahunan hanya untuk tiga tahun pertama ber,0.136,0.482,Customer,Agent,False,False,,❌ WRONG
bank_malay,74.5,Saya boleh bantu hantar permohonan untuk membatalkan charge tersebut.,Saya faham kekecewaan encik saya boleh bantu hantar permohonan untuk membatalkan,0.79,0.474,Agent,Agent,True,False,,✅ CORRECT
bank_malay,83.8,"Encik, proses pembatalan perlukan keleluisan pihak",Encik proses pembatalan perlukan kelulusan pihak pengurusan saya tidak boleh bua,0.61,0.366,Agent,Agent,True,True,proses pembatalan,✅ CORRECT
bank_malay,90.28,Habis itu kau buat apa di situ? Angkat telefon je ke?,Habis tu kau buat apa kat situ angkat telefon je ke panggil bos kau sekarang aku,0.611,0.367,Customer,Customer,True,False,,✅ CORRECT
bank_malay,93.16,Panggil bos kau sekarang. Aku nak percakap dengan dia.,Tak payah nak hantar permohonan sangat kau cancel je terus sekarang kalau tak ak,0.373,0.624,Customer,Customer,True,False,,✅ CORRECT
bank_malay,95.7,"Baiklah, Cik. Saya akan sambungkan panggilan ini kepada pegawai atasan saya.",Baiklah encik saya akan sambungkan panggilan ini kepada pegawai atasan saya moho,0.844,0.506,Agent,Agent,True,True,saya akan sambungkan,✅ CORRECT
bank_malay,101.5,Sebab sikit. Jangan nak melinggal-linggalkan masa aku.,Cepat sikit jangan nak melengah lengahkan masa aku,0.75,0.45,Customer,Customer,True,False,,✅ CORRECT
